text,id,pubdate
"yea what is the new twitter ? lol RT @tatiTHICKUMS    & still, NO #newtwitter . smh.",2603573996,18536
Strange how some of my websites Twitter sub accts have New Twitter and the main accts do not. #newtwitter,2603566391,18536
"você já tem o #newtwitter? gostou? @theisraeljunior … — Tem new twitter!?Aff', tah virando orkut é!?(o_O)Vai … http://4ms.me/ct6X97",2603518004,18536
RT @jillsmo: THERE IS NO NEW TWITTER ONLY ZOOL #newtwitter,2603434683,18536
"I just left the preview of new @Twitter. Couldn't stand it. Especially the DMs. When they force me on it, fine. #NewTwitter",2603355408,18536
I finally got the new twitter! #newtwitter omgomgomgomg,2603285356,18536
RT @CharityIdeas: How To Make Backgrounds for #NewTwitter http://bit.ly/9h1c9B via @askdebra @GautamGhosh @shilpiiz @SocialSideMedia,2603266523,18536
RT @Lori_Randall: New Twitter Design Specs for Twitter Backgrounds http://so-kt.tw/4Dl #socialmedia #design #newtwitter,2603217793,18536
#NewTwitter is weeeak. I dont like it at all! Its not even better than twitter now I do not want the new twitter #NotInterested.,2603174343,18536
RT @_paauu_: por que todos tienen #newtwitter menos yo ? | Y U DON'T GIVE ME NEW TWITTER?!,2603148902,18536
THERE IS NO NEW TWITTER ONLY ZOOL #newtwitter,2603146621,18536
RT @TheRealMaca: i have #newtwitter RT if u have the new twitter,2603140909,18536
i have #newtwitter RT if u have the new twitter,2603138140,18536
The #newtwitter is so weird. Seriously. Why is there a new twitter? What was wrong with the old one? Fix it now.,2603135146,18536
"Wow you can preview the media, like youtube vids, directly on new twitter! #newtwitter #ruby definitely rocks!",2603128530,18536
RT @youthinking: ~      RT @mashable: New Twitter Design Based on the Golden Ratio [IMAGE] - http://mash.to/2LHbx #n,2603060887,18536
"I don't have the ""new twitter""... RT @nodnarb5322: Anybody notice the #NewTwitter doesn't go over capacity. . .",2603057228,18536
RT @malcolmsheridan: how the hell can i get the new twitter? #newtwitter,2603050402,18536
how the hell can i get the new twitter? #newtwitter,2602963131,18536
Am I the only one who isn't a fan of the new twitter? #newtwitter,2602952317,18536
why don't I have the new twitter interface yet :( #newtwitter #leftout #sad,2602931252,18536
First impressions on the #newtwitter http://bit.ly/9w2Iif (I wouldn't know; still don't have it),2602905664,18536
#newtwitter WTFFFFF :( I WWWANT THE NEW TWITTER! D:,2602895876,18536
Liking the new twitter layout - what do you think? #newtwitter,2602889534,18536
"@_bashir lazem ie3melolak shi enta.. eno if you tweet from #newTwitter ikon maktob t7t.. ""via New Twitter"" :p",2602880938,18536
"new twitter. all you did was make things fatter and uglier and a little bit harder to navigate. at least you warned us, i guess. #newtwitte",2602867308,18536
@Theurbanshogun you got the new twitter yet??? #newtwitter fail!,2608508496,18536
Holy time-saver Batman! RT @RobD4  #photoshop #template of #newtwitter interface to easily customize your background - http://bit.ly/cuOjZ1,2608443700,18536
"Woah, Twitter got a sexy new icon for the not new twitter. #newtwitter still sucks.",2608413570,18536
I love #newtwitter! I wonder does @justinbieber use new twitter too now?,2608388608,18536
Well hello there new twitter #newtwitter,2608351627,18536
I have to indulge since I'm on #oldtwitter RT @identifyourself: 7 Really Cool Things About #newtwitter http://bit.ly/chakqg via @MVPSusi,2608343958,18536
"LOL. I also have the #newtwitter in my other account :) but for this account, I'm not really liking the new twitter :|",2608333054,18536
New twitter is a facebook baby!! #newtwitter,2608297296,18536
"RT @JustLikeJonas: Maybe #newtwitter is kinda better than twitter, you can tweet and you can also look at someone's profile. but I still ha",2608281519,18536
How to make Twitter backgrounds for the #newtwitter http://bit.ly/9J7NLo,2608263734,18536
"Maybe #newtwitter is kinda better than twitter, you can tweet and you can also look at someone's profile. but I still hate new twitter.",2608247828,18536
How can I get rid of the #newtwitter banner? I can't use new twitter so there's no point it being there @twitter,2608233130,18536
"Since I'm all about this #NewTwitter, thought it was interesting that the design is based on the golden ratio http://bit.ly/9feRwr",2608221876,18536
"Mhhh, ok, ""the new Twitter"", is maar weinig ""new"". #newtwitter",2608190257,18536
"New Twitter, new background for 3DSsupport. Not very different from the previous one. But still... Hope you'll like it! :-) #NewTwitter",2608161627,18536
yang tau dong di #newtwitter gue kok ga ada tulisan reply ya? is it just on my #new twitter or is it the same to your #newtwitter?,2608032103,18536
RT @natfinn: http://ow.ly/1qYLcY my review:  #NewTwitter v. @hootsuite (via @seoboy),2608025421,18536
just saw that a new twitter user has the #newtwitter but i don't... where is the company to customer loyalty twitter? im hurt.,2608015137,18536
Okay. The #newtwitter is okay. But I think the #oldtwitter is besser. Also I couldn't see my background so good on the new twitter.,2607995792,18536
I think new twitter was just a hoax invented by the evil people who control the world. #newtwitter,2607993042,18536
RT @shafaave: RT @IDoThat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2,2607949935,18536
Need to reformat your Twitter background for the #newtwitter? Follow these guidelines and use the templates here: http://bit.ly/aBXxEy,2607943616,18536
7 Really Cool Things About the New Twitter http://bit.ly/chakqg via @addthis <-Still waiting for the #NewTwitter @Twitter  - please?,2607936441,18536
7 Really Cool Things About the New Twitter http://bit.ly/chakqg via @addthis <-Still waiting for the #NewTwitter @Twitter  - please?,2607936362,18536
this new twitteR is better. #NewTwitter,2607912874,18536
New twitter has greatly impacted negatively my tweetdeck use. #newtwitter,2607799225,18536
What new twitter :/ RT @JuicyJemma I kinda like the #NewTwitter!,2607794795,18536
A new Twitter experience is coming! Learn more about it… #NewTwitter,2607769408,18536
I've now got new Twitter (#NewTwitter)!  Yippee!  #fb,2607755546,18536
Have new twitter #newtwitter #sowhat,2607732560,18536
New Twitter (#NewTwitter) Is Here! - http://bit.ly/d8fhaL #seo,2607706434,18536
Is tweeting too much the reason why I don't get the #newtwitter? Even @AOM_TJP got the new twitter!!,2607705074,18536
What do you think of #newtwitter so far? @socialmedia2today found 7 cool things: http://bit.ly/9dLl3y  #twitter #sm,2607700366,18536
New Twitter Is About 50 Percent Rolled Out — Where’s The Facebook-Style Backlash? #newtwitter http://bit.ly/912nFN,2607674373,18536
Want to know what size the #NewTwitter background should be? @froginthefield ... @NikkiPilkington has a fab guide http://bit.ly/NikkiP,2607657849,18536
RT @natfinn: http://ow.ly/1qYLcY my review: #NewTwitter v. @hootsuite (via @seoboy),2607648565,18536
http://ow.ly/1qYLcY my review:  #NewTwitter v. @hootsuite (via @seoboy),2607591836,18536
"The new twitter is weird as hell, but it looks great! #newtwitter",2607581140,18536
new twitter has finally reached me... and hmm.. @twitter.. i really do like it but still don't feel like it is 'Zing!' material #newtwitter,2607473910,18536
new twitter gimana sih?RT @geriandoAR: sumpah #newtwitter ribet banget,2607442739,18536
"Stuff has moved! Is new twitter still new enough that I have to hate it because it is different, or is everyone used to it now? #newtwitter",2607429571,18536
RT @great_fridays: New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter,2607414409,18536
@BeadedClaire new twitter does not work for me in FF #newtwitter works fine in Chrome,2607392534,18536
Am loving new Twitter layout...am I right to love it? #newtwitter,2607354574,18536
I'm insane with new twitter!It's better than it used to be. #NewTwitter is the BEST!,2607306020,18536
New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter (via @great_fridays),2607250747,18536
new twitter itu keren sekali (y) #NewTwitter,2607199582,18536
"ps. love the new twitter, so much better then the the previous version! #newtwitter",2607103274,18536
@lirianeves na primeira página(login) do twitter em cima está escrito: A new Twitter experience is coming! Learn more about it… #NewTwitter,2607094534,18536
#NewTwitter #Halloween spooky goings on in new twitter logo  http://yfrog.com/14m0kg,2607093756,18536
RT @great_fridays: New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter,2607069226,18536
RT @nourawalan: I want the new twitter. I'll sue for discrimination if they don't give it to me. #newtwitter,2607041610,18536
I want the new twitter. I'll sue for discrimination if they don't give it to me. #newtwitter,2607036411,18536
where is new twitter??! #newtwitter,2607013520,18536
i dont get #newtwitter yet :( AHHHHH I WANT NEW TWITTER !!!!,2607007867,18536
New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter,2606996900,18536
"Yeah, me too! I prefer #NewTwitter. It's better. RT @CyruzMileyFan: New twitter isn't stupid, It rocks !",2606959194,18536
"ok, finnaly got new twitter activated...time to check it out #newtwitter",2606922665,18536
"New Twitter is a sack of horse deposit. The right-hand column didn't need extending, it was fine. The main content is the feed! #newtwitter",2606874181,18536
"Probably a stupid question, but how do I retweet with new twitter please?? #newtwitter",2606836523,18536
new twitter is amazing! #newtwitter,2606801004,18536
"Twitter, Y U NO LET ME EXPERIENCE NEW TWITTER?! #NewTwitter #YUNO",2606798944,18536
Wish I had the new twitter! #newtwitter,2606752356,18536
New Twitter is 50% rolled out - but no Facebook-style backlash?!: http://ow.ly/2MMQu #newtwitter,2606735245,18536
@6000 Just 41px on either side to gtd branding visibility. Not much at all. Check here for %'s visible:  http://bit.ly/at0Jf9  #newtwitter,2606715912,18536
"welcome to #NewTwitter , ternyta new twitter beneran (y)",2606689135,18536
"new twitter should have options to hide right hand news, trends... #newtwitter",2606614428,18536
is now looking at the new Twitter? #NewTwitter,2606603661,18536
I still haven't had the new twitter. #newtwitter,2606601150,18536
RT @vikot: this roll out of new twitter is the slowest roll out in history #newtwitter,2606597634,18536
"minta link new twitter dong :) RT @KURNIAWXYZ RT ""@bernadettaCh: #newtwitter aksesnya lebih cepet ! :D""",2606554764,18536
i can't tell anyone about the new twitter layout because i still got the old one :< #newtwitter #when @twitter,2606531664,18536
Here's a thoughtful retort from digital marketing dude @johnfurnari to my blog assassination of #newtwitter http://t.co/nwiqvJs,2606490648,18536
"RT @jakelangwith: Yep, I like this new twitter. Its a cooler design but do check your backround image. Needs re design now to scale #newtwi",2606477321,18536
"Yep, I like this new twitter. Its a cooler design but do check your backround image. Needs re design now to scale #newtwitter",2606472979,18536
I think my PC Twitter is broken: everyone seems to have access to the new Twitter except from me! #NewTwitter,2606456587,18536
huh. i havent got new twitter yet :( RT: @me_rony: my first tweet from #newtwitter,2606409504,18536
I like the new twitter. What's there to complain about? #newtwitter,2606346863,18536
I quite like the new Twitter but miss the bit where you'd see the people that someone had in common with you :( #newtwitter,2606340672,18536
Love the #newtwitter interface - very cool shortcuts and navigation! have a squiz http://bit.ly/bLxumH,2606336623,18536
http://bit.ly/dunjIZ New Twitter design uses the golden ratio.! & the ratio doesn't make any sense.! lolzz #newtwitter,2606323107,18536
"""Real time web"" :-))) RT @vikot: this roll out of new twitter is the slowest roll out in history #newtwitter",2606314773,18536
this roll out of new twitter is the slowest roll out in history #newtwitter,2606301679,18536
is gettin himself used to the new twitter interface #newtwitter,2606299374,18536
So i've had the new twitter yet I didn't even know lol #NewTwitter,2606291193,18536
"@twitter your #newtwitter design, you probably forget, the new twitter design makes the background seems useless",2606244585,18536
@itched The new twitter is ugly. #newtwitter,2606210494,18536
#NewTwitter Is About 50 Percent Rolled Out — Where’s The Facebook-Style Backlash? http://t.co/nZcSwwo via @techcrunch INTERVIEW,2606155946,18536
Oca udah pake new twitter?RT @ocaocca: who loves the #newtwitter ?,2606144182,18536
Using new Twitter UI ! #newtwitter,2606138022,18536
#NewTwitter Is About 50 Percent Rolled Out — Where’s The Facebook-Style Backlash? http://t.co/f07Gdmd via @techcrunch #facebook vs #twitter,2606094170,18536
nyobain new twitter...seru juga nih #newtwitter,2606039228,18536
i still dont experience the new twitter #NewTwitter,2606034857,18536
likes the new twitter #newtwitter,2606032622,18536
I'm on that new twitter thing. It's quite pretty and has much more information. Nom nom. #newtwitter,2606031432,18536
"An other new thing for me is New Twitter. Nice, but I'll not use it because I need a client that does identi.ca and buzz too. #newtwitter",2606020377,18536
* Woah the new Twitter web interface is pretty awesome. Nice work. #newtwitter LOL,2605931579,18536
"Using new twitter, eyes on fire #newtwitter",2605876066,18536
Wow!!!this is a new twitter #newtwitter,2605869934,18536
Woah the new Twitter web interface is pretty awesome. Nice work. #newtwitter,2605828390,18536
Five Tweetworthy Observations About the New Twitter Interface http://adage.com/u/wU9Saa #newtwitter,2611150457,18536
"#newtwitter If i open my account in IE ,I can see new twitter but in chrome I cant see new twitter interface..Conspiracy against Google?",2611143777,18536
http://j.mp/9WOM3n - New Twitter has Gist Support! - fajny ten #newtwitter,2611071279,18536
@Elyse_D that is just me rationalizing not having #NewTwitter. I want to try new twitter too.,2610987373,18536
I've already tried the new Twitter.  Gonna stick with the old Twitter a little while longer.  #newtwitter,2610984920,18536
"RT @skipdeez: I really like the new twitter after using it for a few days... I think you will, too... #newtwitter",2610939320,18536
RT @Firespring: Twitter has changed. Check out what that means to you. http://bit.ly/b0yvEC #newtwitter #firespring #marketing,2610899997,18536
Need your opinion or ideas on my new Twitter background please http://twitter.com/#!/maxsens #newTwitter,2610854918,18536
RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2,2610768887,18536
"I really like the new twitter after using it for a few days... I think you will, too... #newtwitter",2610765376,18536
the new twitter UI looks decent. #NewTwitter,2610763067,18536
RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2,2610762953,18536
RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2,2610754635,18536
RT @Idothat2: I want the #newtwitter!!! (Once you get the new Twitter) I don't want it! I don't want it! #idothat2,2610750461,18536
No one will see your custom background on the #Newtwitter. #fail How it affects #Adult film stars: http://bit.ly/cAyftU,2610724972,18536
"Great! Funny how users all have to modify backgrounds to accommodate #newtwitter, huh? RT @Vocus Brand new Twitter background -- thoughts?",2610636429,18536
Why am still not on new Twitter...I feel kinda excluded :-(  Is it something I said? #newtwitter,2610563657,18536
@twitter Why I don´t have the new Twitter? #newTwitter,2610526106,18536
What does everyone think of the new Twitter?  I think the right-hand column is too wide for my liking.  Boo!  Hiss!  #newtwitter,2610509770,18536
Shouldn't the new twitter bird have an eye?  #NewTwitter,2610504146,18536
i like this new twitter kindda cool.. #NewTwitter,2610499261,18536
WTF where is my new Twitter??? #NewTwitter,2610491799,18536
Twitter has changed. Check out what that means to you. http://bit.ly/b0yvEC #newtwitter #firespring #marketing,2610481929,18536
Meet the new Twitter. What are your thoughts? #NewTwitter http://fb.me/yG4dxLpY,2610449029,18536
"People actually go to Twitter.com? RT @rcheckal I actually enjoy new Twitter, good job guys! #newtwitter",2610439556,18536
#newtwitter com on!!! please give me the new twitter,2610421855,18536
What does #newtwitter mean for marketers? How do the design changes impact it as a marketing tool? #sem #marketing - http://ow.ly/2MY3F,2610412695,18536
hello new twitter :D #newtwitter,2610405853,18536
I wrote about it here: http://mattersofgrey.com/the-new-twitter/ RT @AlwaysSunnyFX: #newtwitter #latecomplainer #haventseenitbefore #sunnyf,2610334117,18536
"Meet the new Twitter! ""Video is not available"" #NewTwitter #fail",2610326765,18536
new twitter is new. #newtwitter,2610316332,18536
It freezes my work computer! RT @steeners41 New @twitter SUCKS!!! It keeps freezing up my internet. I HATE YOU #newtwitter,2610302927,18536
New @twitter SUCKS!!! It keeps freezing up my internet. I HATE YOU #newtwitter,2610291723,18536
The #newtwitter design is based on the Golden Section http://bit.ly/9fnNYm #fibonaccispiral #divineproportion,2610149147,18536
"Wow, #NewTwitter looks cool! Not that I have it yet of course... *sigh* http://tiny.cc/7gimf",2610130366,18536
"I actually enjoy new Twitter, good job guys! #newtwitter",2610125008,18536
RT @great_fridays: New Twitter + Fibonacci sequence. Pretty cool. http://flic.kr/p/8EUKTw #newtwitter,2610116082,18536
Hmm. Hey new twitter format.  Figuring this out. Not bad so far.  #newtwitter,2610095608,18536
Trying to get down the layout of the new Twitter. It feels so foreign! #NewTwitter #Adjustments,2610041916,18536
new twitter is awesome #newtwitter,2610029942,18536
I freakn love the new twitter! :) #NewTwitter,2610015430,18536
@lselenalgomezl Isn't it better now? I think it's. What do you think about the new twitter? #newtwitter,2610013809,18536
@lselenalgomezl I don't know.. :( Go to the new twitter #newtwitter if you don't have the new twitter. Then you will see my profile i think,2609996701,18536
"Tried the New Twitter Yet? | Ask MyWebGal, Deb Augur http://bit.ly/aNR84V (quick video highlighting the new twitter) #newtwitter",2609978009,18536
@YumiUK Have you seen the new standards for the #newtwitter for designing backgrounds http://bit.ly/bKK4Oe,2609922634,18536
Follow him then if you want the #newtwitter RT @xOMGASKARTH: twitter is just a RACIST! only justin bieber fans get the new twitter.,2609906650,18536
#NewTwitter still buggy - go back to standard Twitter... I thought New Twitter was finished and just rolling out slowly - not still Beta...,2609904744,18536
Finally got the new Twitter. Hurray. #newtwitter,2609896696,18536
Still don't have it :(   RT @SocialMedia411 New Twitter Is About 50 Percent Rolled Out (TechCrunch): http://tcrn.ch/dkJduT #newtwitter,2609877365,18536
"has anyone got new twitter? im so fucked off, i still … — I got #newtwitter and sometimes I miss the old one...i… http://4ms.me/aCbmoT",2609872765,18536
RT @iphonegirl: Need Help Fixing Your Background to Fit the New Twitter? http://amplify.com/u/bk1r #NewTwitter,2609855722,18536
"@doriesa Hey, sorry for the late response, I must have missed your message. #newtwitter, is the new twitter layout that twitter is releasin",2609810925,18536
"Can somebody show me a screen shot of what this hypothetical ""new"" Twitter is supposed to look like? #newtwitter",2609774243,18536
"Not sure about this new Twitter design - it's different, it's slower.... #newtwitter",2609730226,18536
I just got the #newtwitter video upon signing in but didn't get the new twitter yet. Ah.,2609692150,18536
"+1 c'est très pénible, veux pas le #newtwitter RT @roxannevarza Hmmm the new twitter doesn't let me reply to multiple people at once. #fail",2609684200,18536
Apaan sih New Twitter? Twitter dr web ato Twitter for BB ? RT @muse2608: is trying the new look of #NewTwitter,2609648782,18536
#newtwitter fail - can't make follow friday list with out cutting and pasting cant see posts past 1 hour - new twitter sucks,2609579696,18536
I updated twitter with new twitter software last night. Still need 2 discover the 'newness' of the #newtwitter. Or am I missing something?,2609558582,18536
Hmm new twitter. Would be cool if I actually used the Twitter page instead of using Chromed Bird all the time. #newtwitter,2609552011,18536
RT @Shiryunasha: I Don't Have The New Twitter :( #NewTwitter :(,2609530833,18536
I Don't Have The New Twitter :( #NewTwitter :(,2609520960,18536
