reviewID,label
67000793,0
67000794,0
67000795,0
67000796,0
67000797,0
67000798,0
67000799,1
67000800,0
67000801,1
67000802,1
67000803,0
67000804,0
67000805,0
67000806,1
67000807,0
67000808,1
67000809,0
67000810,1
67000811,0
67000812,0
67000813,0
67000814,0
67000815,0
67000816,0
67000817,0
67000818,0
67000819,1
67000820,0
67000821,0
67000822,0
67000823,0
67000824,0
67000825,1
67000826,0
67000827,0
67000828,0
67000829,0
67000830,0
67000831,0
67000832,0
67000833,0
67000834,0
67000835,0
67000836,0
67000837,0
67000838,0
67000839,0
67000840,0
67000841,0
67000842,0
67000843,0
67000844,0
67000845,0
67000846,0
67000847,0
67000848,0
67000849,0
67000850,0
67000851,0
67000852,0
67000853,0
67000854,0
67000855,0
67000856,0
67000857,1
67000858,0
67000859,0
67000860,0
67000861,0
67000862,0
67000863,1
67000864,0
67000865,0
67000866,0
67000867,0
67000868,0
67000869,0
67000870,0
67000871,0
67000872,1
67000873,0
67000874,0
67000875,1
67000876,0
67000877,0
67000878,0
67000879,0
67000880,1
67000881,0
67000882,0
67000883,0
67000884,1
67000885,1
67000886,1
67000887,0
67000888,0
67000889,0
67000890,0
67000891,0
67000892,0
67000893,0
67000894,0
67000895,0
67000896,0
67000897,0
67000898,1
67000899,0
67000900,0
67000901,1
67000902,0
67000903,0
67000904,0
67000905,0
67000906,1
67000907,0
67000908,0
67000909,1
67000910,0
67000911,0
67000912,0
67000913,0
67000914,0
67000915,1
67000916,0
67000917,0
67000918,0
67000919,0
67000920,0
67000921,0
67000922,0
67000923,0
67000924,1
67000925,0
67000926,0
67000927,0
67000928,0
67000929,0
67000930,0
67000931,0
67000932,0
67000933,0
67000934,0
67000935,0
67000936,1
67000937,0
67000938,0
67000939,0
67000940,0
67000941,0
67000942,0
67000943,0
67000944,0
67000945,0
67000946,0
67000947,1
67000948,0
67000949,0
67000950,0
67000951,0
67000952,1
67000953,1
67000954,0
67000955,0
67000956,0
67000957,0
67000958,0
67000959,1
67000960,1
67000961,0
67000962,0
67000963,0
67000964,0
67000965,0
67000966,1
67000967,0
67000968,0
67000969,0
67000970,0
67000971,1
67000972,0
67000973,1
67000974,0
67000975,0
67000976,0
67000977,0
67000978,0
67000979,0
67000980,0
67000981,1
67000982,0
67000983,0
67000984,0
67000985,0
67000986,0
67000987,0
67000988,0
67000989,0
67000990,0
67000991,1
67000992,0
67000993,1
67000994,0
67000995,0
67000996,1
67000997,0
67000998,1
67000999,0
67001000,0
67001001,1
67001002,0
67001003,0
67001004,0
67001005,0
67001006,0
67001007,0
67001008,0
67001009,0
67001010,0
67001011,0
67001012,0
67001013,0
67001014,0
67001015,0
67001016,1
67001017,0
67001018,0
67001019,0
67001020,0
67001021,0
67001022,0
67001023,0
67001024,1
67001025,0
67001026,0
67001027,1
67001028,0
67001029,1
67001030,0
67001031,0
67001032,1
67001033,0
67001034,0
67001035,0
67001036,0
67001037,0
67001038,0
67001039,0
67001040,0
67001041,0
67001042,0
67001043,1
67001044,0
67001045,0
67001046,0
67001047,0
67001048,0
67001049,0
67001050,1
67001051,1
67001052,0
67001053,0
67001054,0
67001055,0
67001056,0
67001057,0
67001058,0
67001059,0
67001060,1
67001061,0
67001062,0
67001063,1
67001064,1
67001065,0
67001066,0
67001067,1
67001068,0
67001069,0
67001070,1
67001071,0
67001072,0
67001073,0
67001074,0
67001075,0
67001076,0
67001077,0
67001078,1
67001079,0
67001080,0
67001081,0
67001082,0
67001083,1
67001084,0
67001085,0
67001086,0
67001087,0
67001088,0
67001089,0
67001090,0
67001091,0
67001092,0
67001093,0
67001094,0
67001095,1
67001096,0
67001097,0
67001098,0
67001099,0
67001100,0
67001101,0
67001102,1
67001103,0
67001104,0
67001105,0
67001106,1
67001107,0
67001108,0
67001109,1
67001110,0
67001111,0
67001112,0
67001113,1
67001114,1
67001115,1
67001116,1
67001117,1
67001118,1
67001119,0
67001120,0
67001121,1
67001122,0
67001123,0
67001124,0
67001125,0
67001126,0
67001127,1
67001128,0
67001129,0
67001130,1
67001131,0
67001132,1
67001133,1
67001134,0
67001135,0
67001136,0
67001137,1
67001138,0
67001139,0
67001140,0
67001141,0
67001142,0
67001143,1
67001144,0
67001145,0
67001146,0
67001147,0
67001148,1
67001149,0
67001150,0
67001151,0
67001152,0
67001153,0
67001154,0
67001155,0
67001156,1
67001157,0
67001158,0
67001159,1
67001160,0
67001161,1
67001162,0
67001163,0
67001164,0
67001165,0
67001166,0
67001167,1
67001168,0
67001169,0
67001170,0
67001171,0
67001172,0
67001173,0
67001174,0
67001175,0
67001176,1
67001177,1
67001178,1
67001179,0
67001180,0
67001181,1
67001182,0
67001183,0
67001184,0
67001185,0
67001186,0
67001187,0
67001188,0
67001189,0
67001190,0
67001191,0
67001192,0
67001193,0
67001194,0
67001195,1
67001196,0
67001197,0
67001198,0
67001199,0
67001200,0
67001201,1
67001202,0
67001203,0
67001204,0
67001205,0
67001206,0
67001207,0
67001208,0
67001209,0
67001210,0
67001211,1
67001212,0
67001213,0
67001214,0
67001215,1
67001216,0
67001217,0
67001218,0
67001219,0
67001220,1
67001221,0
67001222,0
67001223,0
67001224,0
67001225,0
67001226,0
67001227,0
67001228,0
67001229,0
67001230,1
67001231,1
67001232,0
67001233,0
67001234,1
67001235,1
67001236,0
67001237,0
67001238,1
67001239,0
67001240,1
67001241,0
67001242,0
67001243,0
67001244,0
67001245,0
67001246,0
67001247,0
67001248,1
67001249,1
67001250,1
67001251,0
67001252,0
67001253,0
67001254,0
67001255,0
67001256,0
67001257,0
67001258,0
67001259,0
67001260,1
67001261,0
67001262,0
67001263,0
67001264,0
67001265,0
67001266,0
67001267,0
67001268,1
67001269,0
67001270,1
67001271,1
67001272,0
67001273,1
67001274,0
67001275,0
67001276,0
67001277,0
67001278,0
67001279,0
67001280,0
67001281,1
67001282,1
67001283,1
67001284,0
67001285,0
67001286,0
67001287,0
67001288,0
67001289,1
67001290,1
67001291,1
67001292,0
67001293,0
67001294,0
67001295,0
67001296,0
67001297,0
67001298,1
67001299,0
67001300,0
67001301,0
67001302,0
67001303,0
67001304,0
67001305,1
67001306,1
67001307,0
67001308,0
67001309,1
67001310,1
67001311,0
67001312,0
67001313,0
67001314,1
67001315,0
67001316,1
67001317,0
67001318,0
67001319,0
67001320,0
67001321,0
67001322,0
67001323,0
67001324,0
67001325,0
67001326,0
67001327,0
67001328,0
67001329,0
67001330,0
67001331,0
67001332,0
67001333,1
67001334,0
67001335,0
67001336,0
67001337,0
67001338,1
67001339,0
67001340,1
67001341,1
67001342,1
67001343,0
67001344,0
67001345,0
67001346,0
67001347,0
67001348,0
67001349,0
67001350,0
67001351,0
67001352,1
67001353,0
67001354,0
67001355,0
67001356,0
67001357,0
67001358,0
67001359,0
67001360,0
67001361,0
67001362,0
67001363,0
67001364,1
67001365,0
67001366,0
67001367,0
67001368,0
67001369,0
67001370,1
67001371,0
67001372,0
67001373,0
67001374,0
67001375,0
67001376,0
67001377,0
67001378,0
67001379,0
67001380,0
67001381,0
67001382,0
67001383,0
67001384,0
67001385,0
67001386,0
67001387,0
67001388,0
67001389,0
67001390,0
67001391,0
67001392,1
67001393,1
67001394,0
67001395,0
67001396,0
67001397,0
67001398,0
67001399,0
67001400,0
67001401,0
67001402,0
67001403,0
67001404,0
67001405,0
67001406,0
67001407,0
67001408,1
67001409,0
67001410,0
67001411,1
67001412,1
67001413,0
67001414,0
67001415,0
67001416,0
67001417,0
67001418,0
67001419,0
67001420,0
67001421,0
67001422,0
67001423,1
67001424,0
67001425,0
67001426,0
67001427,0
67001428,1
67001429,0
67001430,0
67001431,1
67001432,1
67001433,0
67001434,0
67001435,0
67001436,0
67001437,0
67001438,0
67001439,1
67001440,0
67001441,0
67001442,0
67001443,1
67001444,1
67001445,0
67001446,0
67001447,0
67001448,1
67001449,0
67001450,0
67001451,0
67001452,0
67001453,1
67001454,0
67001455,0
67001456,0
67001457,0
67001458,0
67001459,0
67001460,0
67001461,0
67001462,0
67001463,0
67001464,0
67001465,0
67001466,0
67001467,0
67001468,0
67001469,0
67001470,1
67001471,0
67001472,0
67001473,0
67001474,0
67001475,0
67001476,1
67001477,0
67001478,0
67001479,0
67001480,1
67001481,0
67001482,1
67001483,0
67001484,0
67001485,0
67001486,0
67001487,0
67001488,0
67001489,0
67001490,1
67001491,1
67001492,0
67001493,0
67001494,0
67001495,0
67001496,0
67001497,0
67001498,0
67001499,0
67001500,0
67001501,1
67001502,1
67001503,0
67001504,0
67001505,0
67001506,0
67001507,0
67001508,0
67001509,0
67001510,0
67001511,1
67001512,0
67001513,1
67001514,0
67001515,0
67001516,0
67001517,1
67001518,0
67001519,0
67001520,0
67001521,0
67001522,0
67001523,0
67001524,1
67001525,1
67001526,0
67001527,0
67001528,0
67001529,0
67001530,0
67001531,0
67001532,0
67001533,0
67001534,0
67001535,0
67001536,0
67001537,0
67001538,0
67001539,0
67001540,0
67001541,0
67001542,1
67001543,0
67001544,0
67001545,1
67001546,0
67001547,0
67001548,0
67001549,1
67001550,0
67001551,0
67001552,0
67001553,0
67001554,0
67001555,0
67001556,1
67001557,1
67001558,0
67001559,0
67001560,0
67001561,0
67001562,0
67001563,0
67001564,1
67001565,0
67001566,1
67001567,0
67001568,0
67001569,0
67001570,0
67001571,0
67001572,0
67001573,0
67001574,0
67001575,1
67001576,0
67001577,0
67001578,1
67001579,0
67001580,0
67001581,0
67001582,0
67001583,0
67001584,1
67001585,0
67001586,0
67001587,0
67001588,1
67001589,0
67001590,0
67001591,0
67001592,0
67001593,0
67001594,0
67001595,1
67001596,0
67001597,0
67001598,1
67001599,1
67001600,0
67001601,0
67001602,0
67001603,0
67001604,0
67001605,0
67001606,0
67001607,1
67001608,0
67001609,0
67001610,0
67001611,0
67001612,1
67001613,1
67001614,0
67001615,0
67001616,0
67001617,0
67001618,0
67001619,0
67001620,0
67001621,0
67001622,0
67001623,0
67001624,1
67001625,0
67001626,0
67001627,0
67001628,0
67001629,0
67001630,0
67001631,0
67001632,1
67001633,0
67001634,0
67001635,0
67001636,0
67001637,0
67001638,0
67001639,0
67001640,1
67001641,0
67001642,0
67001643,1
67001644,0
67001645,0
67001646,0
67001647,0
67001648,0
67001649,1
67001650,0
67001651,0
67001652,0
67001653,0
67001654,1
67001655,0
67001656,1
67001657,0
67001658,0
67001659,0
67001660,0
67001661,0
67001662,0
67001663,1
67001664,0
67001665,0
67001666,0
67001667,0
67001668,0
67001669,0
67001670,0
67001671,0
67001672,0
67001673,0
67001674,0
67001675,0
67001676,0
67001677,0
67001678,0
67001679,0
67001680,0
67001681,1
67001682,0
67001683,0
67001684,0
67001685,0
67001686,0
67001687,0
67001688,0
67001689,1
67001690,0
67001691,0
67001692,0
67001693,0
67001694,1
67001695,0
67001696,0
67001697,0
67001698,0
67001699,0
67001700,0
67001701,1
67001702,0
67001703,0
67001704,0
67001705,0
67001706,0
67001707,0
67001708,1
67001709,0
67001710,0
67001711,0
67001712,0
67001713,0
67001714,0
67001715,0
67001716,0
67001717,0
67001718,0
67001719,0
67001720,0
67001721,0
67001722,1
67001723,1
67001724,0
67001725,0
67001726,0
67001727,0
67001728,0
67001729,0
67001730,1
67001731,0
67001732,0
67001733,0
67001734,0
67001735,0
67001736,1
67001737,0
67001738,1
67001739,0
67001740,0
67001741,0
67001742,0
67001743,0
67001744,0
67001745,1
67001746,0
67001747,0
67001748,0
67001749,1
67001750,0
67001751,0
67001752,0
67001753,0
67001754,0
67001755,1
67001756,1
67001757,0
67001758,0
67001759,0
67001760,0
67001761,0
67001762,1
67001763,0
67001764,0
67001765,0
67001766,0
67001767,0
67001768,0
67001769,0
67001770,1
67001771,0
67001772,0
67001773,0
67001774,0
67001775,0
67001776,1
67001777,0
67001778,0
67001779,1
67001780,0
67001781,0
67001782,0
67001783,1
67001784,0
67001785,1
67001786,0
67001787,0
67001788,0
67001789,1
67001790,0
67001791,1
67001792,0
67001793,0
67001794,0
67001795,0
67001796,0
67001797,0
67001798,0
67001799,0
67001800,0
67001801,0
67001802,0
67001803,0
67001804,0
67001805,0
67001806,0
67001807,1
67001808,0
67001809,0
67001810,0
67001811,0
67001812,0
67001813,0
67001814,0
67001815,1
67001816,0
67001817,0
67001818,1
67001819,0
67001820,0
67001821,0
67001822,0
67001823,0
67001824,0
67001825,0
67001826,1
67001827,0
67001828,1
67001829,0
67001830,1
67001831,0
67001832,0
67001833,1
67001834,0
67001835,1
67001836,0
67001837,0
67001838,0
67001839,1
67001840,0
67001841,0
67001842,0
67001843,0
67001844,0
67001845,0
67001846,0
67001847,1
67001848,0
67001849,0
67001850,1
67001851,0
67001852,0
67001853,0
67001854,1
67001855,0
67001856,0
67001857,0
67001858,0
67001859,0
67001860,0
67001861,1
67001862,1
67001863,0
67001864,0
67001865,0
67001866,0
67001867,0
67001868,0
67001869,0
67001870,0
67001871,0
67001872,0
67001873,1
67001874,0
67001875,1
67001876,1
67001877,1
67001878,0
67001879,0
67001880,0
67001881,0
67001882,0
67001883,0
67001884,0
67001885,0
67001886,1
67001887,0
67001888,0
67001889,0
67001890,0
67001891,0
67001892,0
67001893,0
67001894,0
67001895,0
67001896,1
67001897,0
67001898,0
67001899,0
67001900,0
67001901,0
67001902,1
67001903,0
67001904,1
67001905,0
67001906,0
67001907,1
67001908,0
67001909,0
67001910,0
67001911,1
67001912,0
67001913,0
67001914,0
67001915,0
67001916,0
67001917,1
67001918,0
67001919,0
67001920,0
67001921,0
67001922,0
67001923,0
67001924,0
67001925,0
67001926,0
67001927,0
67001928,0
67001929,1
67001930,1
67001931,0
67001932,1
67001933,0
67001934,0
67001935,0
67001936,1
67001937,0
67001938,0
67001939,0
67001940,0
67001941,0
67001942,0
67001943,0
67001944,0
67001945,0
67001946,0
67001947,1
67001948,0
67001949,0
67001950,1
67001951,1
67001952,0
67001953,0
67001954,0
67001955,0
67001956,0
67001957,0
67001958,0
67001959,0
67001960,0
67001961,0
67001962,0
67001963,0
67001964,0
67001965,0
67001966,0
67001967,0
67001968,0
67001969,0
67001970,1
67001971,0
67001972,0
67001973,0
67001974,0
67001975,0
67001976,0
67001977,0
67001978,0
67001979,0
67001980,0
67001981,0
67001982,1
67001983,0
67001984,0
67001985,0
67001986,1
67001987,0
67001988,0
67001989,0
67001990,0
67001991,0
67001992,0
67001993,0
67001994,0
67001995,0
67001996,0
67001997,1
67001998,0
67001999,0
67002000,0
67002001,0
67002002,0
67002003,0
67002004,0
67002005,0
67002006,0
67002007,1
67002008,0
67002009,0
67002010,0
67002011,0
67002012,0
67002013,0
67002014,0
67002015,1
67002016,1
67002017,0
67002018,0
67002019,0
67002020,0
67002021,0
67002022,1
67002023,0
67002024,0
67002025,0
67002026,0
67002027,0
67002028,0
67002029,0
67002030,0
67002031,0
67002032,1
67002033,0
67002034,0
67002035,0
67002036,0
67002037,0
67002038,0
67002039,0
67002040,0
67002041,0
67002042,0
67002043,1
67002044,0
67002045,0
67002046,0
67002047,0
67002048,0
67002049,0
67002050,1
67002051,0
67002052,0
67002053,0
67002054,0
67002055,0
67002056,0
67002057,0
67002058,1
67002059,0
67002060,0
67002061,0
67002062,0
67002063,0
67002064,0
67002065,0
67002066,0
67002067,0
67002068,0
67002069,0
67002070,0
67002071,0
67002072,0
67002073,1
67002074,0
67002075,0
67002076,1
67002077,0
67002078,0
67002079,0
67002080,0
67002081,0
67002082,0
67002083,0
67002084,0
67002085,0
67002086,0
67002087,0
67002088,0
67002089,0
67002090,0
67002091,0
67002092,0
67002093,0
67002094,1
67002095,0
67002096,0
67002097,1
67002098,0
67002099,0
67002100,0
67002101,1
67002102,0
67002103,1
67002104,1
67002105,0
67002106,0
67002107,0
67002108,0
67002109,0
67002110,0
67002111,0
67002112,0
67002113,1
67002114,1
67002115,1
67002116,0
67002117,0
67002118,0
67002119,0
67002120,0
67002121,0
67002122,1
67002123,0
67002124,0
67002125,0
67002126,0
67002127,1
67002128,0
67002129,0
67002130,0
67002131,0
67002132,0
67002133,0
67002134,1
67002135,0
67002136,0
67002137,0
67002138,0
67002139,0
67002140,1
67002141,1
67002142,0
67002143,0
67002144,0
67002145,0
67002146,0
67002147,0
67002148,0
67002149,0
67002150,0
67002151,1
67002152,0
67002153,0
67002154,0
67002155,1
67002156,0
67002157,0
67002158,0
67002159,0
67002160,0
67002161,0
67002162,0
67002163,1
67002164,1
67002165,0
67002166,0
67002167,0
67002168,0
67002169,0
67002170,1
67002171,1
67002172,0
67002173,0
67002174,0
67002175,0
67002176,0
67002177,0
67002178,0
67002179,0
67002180,1
67002181,0
67002182,1
67002183,1
67002184,0
67002185,1
67002186,0
67002187,0
67002188,0
67002189,0
67002190,0
67002191,1
67002192,0
67002193,0
67002194,0
67002195,0
67002196,0
67002197,0
67002198,1
67002199,1
67002200,0
67002201,0
67002202,1
67002203,0
67002204,0
67002205,0
67002206,0
67002207,0
67002208,0
67002209,0
67002210,1
67002211,0
67002212,0
67002213,1
67002214,0
67002215,0
67002216,0
67002217,0
67002218,1
67002219,0
67002220,0
67002221,1
67002222,0
67002223,0
67002224,0
67002225,0
67002226,0
67002227,0
67002228,0
67002229,0
67002230,0
67002231,0
67002232,0
67002233,0
67002234,0
67002235,0
67002236,0
67002237,0
67002238,0
67002239,0
67002240,0
67002241,0
67002242,0
67002243,0
67002244,0
67002245,0
67002246,0
67002247,0
67002248,0
67002249,0
67002250,0
67002251,0
67002252,0
67002253,1
67002254,0
67002255,0
67002256,1
67002257,0
67002258,1
67002259,0
67002260,0
67002261,0
67002262,0
67002263,0
67002264,0
67002265,0
67002266,0
67002267,0
67002268,0
67002269,0
67002270,0
67002271,1
67002272,0
67002273,0
67002274,0
67002275,0
67002276,0
67002277,0
67002278,0
67002279,0
67002280,0
67002281,1
67002282,0
67002283,1
67002284,0
67002285,0
67002286,0
67002287,0
67002288,0
67002289,1
67002290,0
67002291,1
67002292,1
67002293,0
67002294,1
67002295,0
67002296,0
67002297,1
67002298,0
67002299,0
67002300,0
67002301,0
67002302,0
67002303,0
67002304,0
67002305,0
67002306,0
67002307,0
67002308,0
67002309,0
67002310,0
67002311,0
67002312,0
67002313,0
67002314,1
67002315,0
67002316,0
67002317,0
67002318,0
67002319,0
67002320,1
67002321,0
67002322,1
67002323,0
67002324,1
67002325,1
67002326,0
67002327,0
67002328,0
67002329,0
67002330,0
