reviewID,label
67000321,1
67000322,1
67000323,0
67000324,1
67000325,1
67000326,1
67000327,0
67000328,0
67000329,0
67000330,0
67000331,0
67000332,0
67000333,0
67000334,1
67000335,1
67000336,1
67000337,1
67000338,0
67000339,0
67000340,0
67000341,0
67000342,0
67000343,1
67000344,1
67000345,0
67000346,1
67000347,1
67000348,0
67000349,1
67000350,0
67000351,0
67000352,1
67000353,0
67000354,1
67000355,0
67000356,0
67000357,1
67000358,0
67000359,0
67000360,1
67000361,1
67000362,0
67000363,0
67000364,0
67000365,0
67000366,0
67000367,0
67000368,1
67000369,0
67000370,1
67000371,1
67000372,0
67000373,0
67000374,1
67000375,0
67000376,0
67000377,0
67000378,0
67000379,1
67000380,1
67000381,0
67000382,0
67000383,0
67000384,0
67000385,0
67000386,0
67000387,1
67000388,1
67000389,1
67000390,0
67000391,0
67000392,0
67000393,0
67000394,1
67000395,0
67000396,1
67000397,0
67000398,0
67000399,1
67000400,0
67000401,1
67000402,0
67000403,1
67000404,0
67000405,1
67000406,0
67000407,0
67000408,0
67000409,1
67000410,0
67000411,0
67000412,0
67000413,0
67000414,0
67000415,1
67000416,0
67000417,1
67000418,0
67000419,0
67000420,0
67000421,0
67000422,1
67000423,0
67000424,1
67000425,1
67000426,0
67000427,0
67000428,1
67000429,0
67000430,0
67000431,1
67000432,1
67000433,0
67000434,1
67000435,0
67000436,0
67000437,0
67000438,0
67000439,1
67000440,0
67000441,1
67000442,0
67000443,1
67000444,1
67000445,0
67000446,1
67000447,1
67000448,0
67000449,1
67000450,1
67000451,0
67000452,0
67000453,1
67000454,1
67000455,1
67000456,1
67000457,1
67000458,1
67000459,1
67000460,0
67000461,1
67000462,1
67000463,0
67000464,1
67000465,1
67000466,0
67000467,0
67000468,0
67000469,1
67000470,0
67000471,0
67000472,0
67000473,0
67000474,1
67000475,1
67000476,0
67000477,1
67000478,1
67000479,0
67000480,0
67000481,0
67000482,0
67000483,0
67000484,0
67000485,0
67000486,0
67000487,0
67000488,1
67000489,0
67000490,0
67000491,0
67000492,1
67000493,0
67000494,1
67000495,0
67000496,1
67000497,0
67000498,1
67000499,0
67000500,0
67000501,1
67000502,1
67000503,0
67000504,1
67000505,0
67000506,1
67000507,1
67000508,0
67000509,0
67000510,0
67000511,0
67000512,1
67000513,1
67000514,1
67000515,1
67000516,0
67000517,0
67000518,0
67000519,0
67000520,0
67000521,0
67000522,0
67000523,0
67000524,0
67000525,0
67000526,0
67000527,1
67000528,0
67000529,1
67000530,0
67000531,0
67000532,0
67000533,0
67000534,0
67000535,0
67000536,1
67000537,0
67000538,1
67000539,0
67000540,0
67000541,1
67000542,0
67000543,0
67000544,0
67000545,1
67000546,0
67000547,1
67000548,1
67000549,0
67000550,0
67000551,0
67000552,0
67000553,0
67000554,0
67000555,0
67000556,1
67000557,1
67000558,0
67000559,1
67000560,0
67000561,0
67000562,0
67000563,0
67000564,0
67000565,0
67000566,0
67000567,0
67000568,1
67000569,1
67000570,0
67000571,0
67000572,1
67000573,0
67000574,0
67000575,0
67000576,0
67000577,0
67000578,0
67000579,0
67000580,0
67000581,0
67000582,1
67000583,0
67000584,1
67000585,0
67000586,1
67000587,0
67000588,0
67000589,0
67000590,1
67000591,1
67000592,1
67000593,0
67000594,0
67000595,1
67000596,0
67000597,0
67000598,1
67000599,0
67000600,0
67000601,0
67000602,1
67000603,0
67000604,0
67000605,1
67000606,0
67000607,0
67000608,0
67000609,0
67000610,0
67000611,1
67000612,0
67000613,1
67000614,1
67000615,1
67000616,0
67000617,0
67000618,0
67000619,1
67000620,0
67000621,1
67000622,0
67000623,0
67000624,0
67000625,0
67000626,1
67000627,0
67000628,0
67000629,1
67000630,0
67000631,0
67000632,0
67000633,1
67000634,0
67000635,0
67000636,0
67000637,0
67000638,0
67000639,1
67000640,0
67000641,1
67000642,0
67000643,0
67000644,0
67000645,0
67000646,1
67000647,0
67000648,0
67000649,1
67000650,1
67000651,0
67000652,1
67000653,1
67000654,1
67000655,1
67000656,0
67000657,0
67000658,0
67000659,0
67000660,0
67000661,0
67000662,0
67000663,0
67000664,0
67000665,0
67000666,1
67000667,0
67000668,1
67000669,1
67000670,0
67000671,0
67000672,1
67000673,1
67000674,0
67000675,0
67000676,0
67000677,1
67000678,0
67000679,0
67000680,1
67000681,1
67000682,1
67000683,1
67000684,0
67000685,1
67000686,0
67000687,1
67000688,0
67000689,0
67000690,0
67000691,0
67000692,0
67000693,0
67000694,1
67000695,0
67000696,0
67000697,0
67000698,0
67000699,0
67000700,0
67000701,0
67000702,1
67000703,1
67000704,0
67000705,1
67000706,0
67000707,1
67000708,1
67000709,1
67000710,0
67000711,1
67000712,0
67000713,0
67000714,0
67000715,1
67000716,1
67000717,1
67000718,0
67000719,0
67000720,0
67000721,1
67000722,0
67000723,0
67000724,1
67000725,0
67000726,1
67000727,0
67000728,1
67000729,0
67000730,1
67000731,1
67000732,0
67000733,0
67000734,0
67000735,1
67000736,0
67000737,0
67000738,1
67000739,1
67000740,0
67000741,0
67000742,0
67000743,0
67000744,1
67000745,0
67000746,0
67000747,1
67000748,1
67000749,0
67000750,1
67000751,0
67000752,0
67000753,1
67000754,0
67000755,1
67000756,0
67000757,0
67000758,0
67000759,0
67000760,1
67000761,1
67000762,0
67000763,0
67000764,0
67000765,0
67000766,0
67000767,0
67000768,0
67000769,1
67000770,1
67000771,0
67000772,1
67000773,1
67000774,0
67000775,1
67000776,0
67000777,1
67000778,1
67000779,0
67000780,0
67000781,0
67000782,1
67000783,0
67000784,0
67000785,0
67000786,1
67000787,0
67000788,0
67000789,1
67000790,0
67000791,0
67000792,0
67000793,1
67000794,0
67000795,0
67000796,1
67000797,1
67000798,0
67000799,1
67000800,0
67000801,1
67000802,0
67000803,0
67000804,0
67000805,0
67000806,1
67000807,0
67000808,0
67000809,0
67000810,0
67000811,0
67000812,1
67000813,0
67000814,1
67000815,1
67000816,1
67000817,0
67000818,0
67000819,0
67000820,0
67000821,1
67000822,0
67000823,0
67000824,1
67000825,0
67000826,0
67000827,0
67000828,0
67000829,0
67000830,0
67000831,1
67000832,0
67000833,1
67000834,0
67000835,1
67000836,1
67000837,0
67000838,0
67000839,1
67000840,0
67000841,0
67000842,0
67000843,0
67000844,1
67000845,0
67000846,1
67000847,0
67000848,1
67000849,0
67000850,0
67000851,0
67000852,0
67000853,0
67000854,0
67000855,0
67000856,0
67000857,0
67000858,1
67000859,0
67000860,1
67000861,0
67000862,1
67000863,0
67000864,0
67000865,0
67000866,1
67000867,0
67000868,1
67000869,1
67000870,0
67000871,0
67000872,0
67000873,1
67000874,0
67000875,0
67000876,1
67000877,1
67000878,0
67000879,1
67000880,0
67000881,0
67000882,0
67000883,0
67000884,0
67000885,0
67000886,1
67000887,0
67000888,1
67000889,1
67000890,0
67000891,1
67000892,1
67000893,1
67000894,0
67000895,0
67000896,0
67000897,1
67000898,0
67000899,1
67000900,0
67000901,1
67000902,1
67000903,0
67000904,0
67000905,0
67000906,0
67000907,0
67000908,0
67000909,0
67000910,1
67000911,1
67000912,0
67000913,0
67000914,0
67000915,1
67000916,0
67000917,0
67000918,1
67000919,0
67000920,1
67000921,0
67000922,1
67000923,1
67000924,0
67000925,0
67000926,0
67000927,0
67000928,1
67000929,0
67000930,0
67000931,0
67000932,1
67000933,1
67000934,0
67000935,1
67000936,0
67000937,1
67000938,1
67000939,0
67000940,0
67000941,0
67000942,1
67000943,1
67000944,0
67000945,0
67000946,0
67000947,1
67000948,0
67000949,0
67000950,0
67000951,0
67000952,1
67000953,0
67000954,0
67000955,0
67000956,0
67000957,0
67000958,0
67000959,0
67000960,1
67000961,0
67000962,0
67000963,0
67000964,1
67000965,1
67000966,0
67000967,0
67000968,0
67000969,0
67000970,1
67000971,0
67000972,1
67000973,1
67000974,0
67000975,1
67000976,0
67000977,1
67000978,1
67000979,0
67000980,1
67000981,1
67000982,0
67000983,0
67000984,0
67000985,0
67000986,0
67000987,0
67000988,0
67000989,1
67000990,0
67000991,0
67000992,0
67000993,0
67000994,1
67000995,0
67000996,0
67000997,1
67000998,0
67000999,1
67001000,1
67001001,1
67001002,1
67001003,1
67001004,0
67001005,0
67001006,0
67001007,0
67001008,0
67001009,0
67001010,1
67001011,0
67001012,0
67001013,1
67001014,0
67001015,1
67001016,0
67001017,0
67001018,1
67001019,0
67001020,0
67001021,0
67001022,0
67001023,1
67001024,0
67001025,1
67001026,0
67001027,0
67001028,0
67001029,1
67001030,0
67001031,0
67001032,0
67001033,0
67001034,1
67001035,1
67001036,0
67001037,0
67001038,0
67001039,0
67001040,0
67001041,0
67001042,0
67001043,0
67001044,0
67001045,0
67001046,1
67001047,0
67001048,0
67001049,1
67001050,0
67001051,0
67001052,1
67001053,0
67001054,1
67001055,1
67001056,1
67001057,1
67001058,0
67001059,0
67001060,0
67001061,0
67001062,1
67001063,1
67001064,1
67001065,1
67001066,1
67001067,0
67001068,1
67001069,0
67001070,1
67001071,0
67001072,0
67001073,0
67001074,0
67001075,1
67001076,1
67001077,0
67001078,0
67001079,1
67001080,0
67001081,0
67001082,1
67001083,1
67001084,0
67001085,0
67001086,0
67001087,1
67001088,1
67001089,1
67001090,0
67001091,1
67001092,1
67001093,1
67001094,0
67001095,0
67001096,0
67001097,0
67001098,0
67001099,0
67001100,0
67001101,1
67001102,1
67001103,0
67001104,0
67001105,1
67001106,1
67001107,0
67001108,1
67001109,1
67001110,0
67001111,1
67001112,0
67001113,1
67001114,0
67001115,0
67001116,0
67001117,0
67001118,0
67001119,1
67001120,0
67001121,1
67001122,0
67001123,0
67001124,1
67001125,1
67001126,1
67001127,1
67001128,1
67001129,0
67001130,1
67001131,0
67001132,1
67001133,0
67001134,1
67001135,1
67001136,0
67001137,0
67001138,0
67001139,0
67001140,1
67001141,0
67001142,0
67001143,0
67001144,0
67001145,0
67001146,0
67001147,0
67001148,0
67001149,0
67001150,0
67001151,0
67001152,0
67001153,1
67001154,0
67001155,0
67001156,0
67001157,1
67001158,1
67001159,1
67001160,0
67001161,1
67001162,0
67001163,1
67001164,0
67001165,0
67001166,0
67001167,0
67001168,0
67001169,0
67001170,0
67001171,0
67001172,0
67001173,1
67001174,0
67001175,1
67001176,0
67001177,1
67001178,1
67001179,1
67001180,0
67001181,1
67001182,1
67001183,0
67001184,0
67001185,1
67001186,0
67001187,1
67001188,0
67001189,1
67001190,0
67001191,0
67001192,0
67001193,0
67001194,0
67001195,1
67001196,0
67001197,0
67001198,0
67001199,0
67001200,1
67001201,0
67001202,1
67001203,0
67001204,1
67001205,1
67001206,1
67001207,0
67001208,1
67001209,1
67001210,0
67001211,0
67001212,1
67001213,1
67001214,0
67001215,0
67001216,1
67001217,0
67001218,0
67001219,0
67001220,0
67001221,0
67001222,1
67001223,0
67001224,0
67001225,0
67001226,0
67001227,0
67001228,1
67001229,0
67001230,1
67001231,0
67001232,0
67001233,1
67001234,1
67001235,0
67001236,1
67001237,0
67001238,0
67001239,0
67001240,0
67001241,0
67001242,0
67001243,0
67001244,0
67001245,1
67001246,1
67001247,0
67001248,0
67001249,1
67001250,1
67001251,1
67001252,1
67001253,1
67001254,1
67001255,0
67001256,0
67001257,0
67001258,1
67001259,0
67001260,0
67001261,0
67001262,1
67001263,1
67001264,0
67001265,0
67001266,1
67001267,1
67001268,0
67001269,0
67001270,1
67001271,0
67001272,0
67001273,1
67001274,0
67001275,0
67001276,0
67001277,0
67001278,0
67001279,0
67001280,0
67001281,0
67001282,0
67001283,0
67001284,1
67001285,0
67001286,1
67001287,1
67001288,0
67001289,1
67001290,0
67001291,0
67001292,0
67001293,0
67001294,0
67001295,0
67001296,1
67001297,1
67001298,0
67001299,1
67001300,0
67001301,0
67001302,1
67001303,0
67001304,1
67001305,0
67001306,1
67001307,0
67001308,1
67001309,0
67001310,0
67001311,0
67001312,0
67001313,0
67001314,0
67001315,1
67001316,0
67001317,1
67001318,1
67001319,1
67001320,1
67001321,1
67001322,0
67001323,1
67001324,0
67001325,1
67001326,1
67001327,0
67001328,0
67001329,0
67001330,0
67001331,0
67001332,0
67001333,1
67001334,0
67001335,1
67001336,0
67001337,0
67001338,0
67001339,1
67001340,1
67001341,0
67001342,0
67001343,0
67001344,0
67001345,1
67001346,0
67001347,0
67001348,0
67001349,0
67001350,0
67001351,0
67001352,1
67001353,1
67001354,0
67001355,0
67001356,0
67001357,1
67001358,0
67001359,1
67001360,0
67001361,1
67001362,0
67001363,0
67001364,0
67001365,0
67001366,0
67001367,0
67001368,1
67001369,1
67001370,0
67001371,0
67001372,0
67001373,0
67001374,0
67001375,1
67001376,0
67001377,1
67001378,0
67001379,1
67001380,0
67001381,0
67001382,0
67001383,0
67001384,1
67001385,1
67001386,1
67001387,0
67001388,0
67001389,1
67001390,1
67001391,1
67001392,0
67001393,1
67001394,0
67001395,1
67001396,0
67001397,0
67001398,1
67001399,0
67001400,0
67001401,0
67001402,1
67001403,0
67001404,0
67001405,0
67001406,0
67001407,0
67001408,0
67001409,0
67001410,0
67001411,0
67001412,0
67001413,0
67001414,1
67001415,0
67001416,0
67001417,0
67001418,1
67001419,0
67001420,0
67001421,0
67001422,0
67001423,0
67001424,0
67001425,0
67001426,1
67001427,0
67001428,1
67001429,1
67001430,1
67001431,1
67001432,0
67001433,0
67001434,0
67001435,1
67001436,0
67001437,0
67001438,0
67001439,0
67001440,0
67001441,0
67001442,0
67001443,1
67001444,1
67001445,0
67001446,0
67001447,1
67001448,1
67001449,1
67001450,1
67001451,1
67001452,1
67001453,0
67001454,0
67001455,0
67001456,1
67001457,0
67001458,0
67001459,0
67001460,1
67001461,0
67001462,0
67001463,1
67001464,0
67001465,0
67001466,1
67001467,1
67001468,1
67001469,1
67001470,0
67001471,0
67001472,0
67001473,0
67001474,1
67001475,1
67001476,1
67001477,0
67001478,1
67001479,0
67001480,0
67001481,1
67001482,1
67001483,1
67001484,0
67001485,1
67001486,1
67001487,0
67001488,0
67001489,0
67001490,0
67001491,0
67001492,0
67001493,0
67001494,0
67001495,1
67001496,1
67001497,1
67001498,1
67001499,0
67001500,1
67001501,0
67001502,0
67001503,0
67001504,0
67001505,0
67001506,0
67001507,0
67001508,1
67001509,0
67001510,0
67001511,1
67001512,1
67001513,0
67001514,1
67001515,0
67001516,0
67001517,0
67001518,0
67001519,1
67001520,0
67001521,0
67001522,0
67001523,0
67001524,0
67001525,0
67001526,0
67001527,1
67001528,0
67001529,0
67001530,0
67001531,0
67001532,0
67001533,0
67001534,1
67001535,0
67001536,0
67001537,0
67001538,0
67001539,0
67001540,0
67001541,1
67001542,1
67001543,0
67001544,1
67001545,1
67001546,1
67001547,1
67001548,1
67001549,1
67001550,0
67001551,0
67001552,1
67001553,0
67001554,0
67001555,1
67001556,0
67001557,0
67001558,1
67001559,1
67001560,0
67001561,0
67001562,0
67001563,1
67001564,1
67001565,1
67001566,0
67001567,1
67001568,0
67001569,1
67001570,0
67001571,1
67001572,0
67001573,0
67001574,0
67001575,0
67001576,0
67001577,0
67001578,0
67001579,1
67001580,0
67001581,1
67001582,0
67001583,0
67001584,0
67001585,1
67001586,0
67001587,0
67001588,0
67001589,0
67001590,1
67001591,1
67001592,1
67001593,1
67001594,0
67001595,0
67001596,0
67001597,1
67001598,1
67001599,1
67001600,1
67001601,0
67001602,1
67001603,0
67001604,0
67001605,1
67001606,0
67001607,1
67001608,1
67001609,1
67001610,1
67001611,0
67001612,1
67001613,0
67001614,1
67001615,0
67001616,1
67001617,0
67001618,1
67001619,0
67001620,1
67001621,1
67001622,1
67001623,1
67001624,1
67001625,0
67001626,0
67001627,0
67001628,0
67001629,0
67001630,0
67001631,1
67001632,0
67001633,0
67001634,0
67001635,1
67001636,0
67001637,0
67001638,0
67001639,0
67001640,0
67001641,0
67001642,1
67001643,0
67001644,0
67001645,0
67001646,1
67001647,0
67001648,0
67001649,0
67001650,1
67001651,1
67001652,1
67001653,0
67001654,1
67001655,0
67001656,1
67001657,0
67001658,0
67001659,0
67001660,1
67001661,1
67001662,1
67001663,0
67001664,1
67001665,0
67001666,0
67001667,1
67001668,0
67001669,0
67001670,0
67001671,1
67001672,1
67001673,0
67001674,0
67001675,0
67001676,0
67001677,1
67001678,0
67001679,0
67001680,0
67001681,0
67001682,0
67001683,0
67001684,1
67001685,0
67001686,0
67001687,0
67001688,1
67001689,1
67001690,0
67001691,1
67001692,0
67001693,0
67001694,0
67001695,0
67001696,0
67001697,0
67001698,0
67001699,0
67001700,1
67001701,0
67001702,0
67001703,0
67001704,1
67001705,0
67001706,1
67001707,0
67001708,0
67001709,1
67001710,1
67001711,1
67001712,0
67001713,0
67001714,1
67001715,0
67001716,0
67001717,1
67001718,1
67001719,0
67001720,1
67001721,0
67001722,1
67001723,0
67001724,1
67001725,1
67001726,1
67001727,1
67001728,0
67001729,0
67001730,0
67001731,0
67001732,0
67001733,0
67001734,0
67001735,0
67001736,1
67001737,0
67001738,1
67001739,1
67001740,0
67001741,0
67001742,0
67001743,0
67001744,1
67001745,0
67001746,0
67001747,0
67001748,0
67001749,0
67001750,1
67001751,0
67001752,1
67001753,0
67001754,0
67001755,0
67001756,0
67001757,0
67001758,0
67001759,0
67001760,0
67001761,1
67001762,0
67001763,1
67001764,1
67001765,0
67001766,0
67001767,1
67001768,1
67001769,0
67001770,0
67001771,0
67001772,0
67001773,1
67001774,1
67001775,0
67001776,0
67001777,1
67001778,1
67001779,1
67001780,1
67001781,0
67001782,1
67001783,0
67001784,1
67001785,0
67001786,1
67001787,1
67001788,0
67001789,1
67001790,0
67001791,1
67001792,0
67001793,1
67001794,0
67001795,0
67001796,1
67001797,0
67001798,0
67001799,0
67001800,1
67001801,0
67001802,1
67001803,0
67001804,0
67001805,0
67001806,0
67001807,1
67001808,0
67001809,0
67001810,1
67001811,0
67001812,1
67001813,1
67001814,0
67001815,1
67001816,0
67001817,1
67001818,0
67001819,0
67001820,1
67001821,1
67001822,0
67001823,0
67001824,0
67001825,0
67001826,0
67001827,0
67001828,0
67001829,1
67001830,0
67001831,0
67001832,0
67001833,0
67001834,1
67001835,1
67001836,0
67001837,1
67001838,1
67001839,1
67001840,0
67001841,0
67001842,1
67001843,0
67001844,0
67001845,0
67001846,0
67001847,0
67001848,0
67001849,1
67001850,0
67001851,1
67001852,0
67001853,1
67001854,0
67001855,1
67001856,0
67001857,0
67001858,1
67001859,1
67001860,1
67001861,0
67001862,1
67001863,0
67001864,0
67001865,0
67001866,0
67001867,0
67001868,0
67001869,1
67001870,0
67001871,0
67001872,1
67001873,1
67001874,0
67001875,0
67001876,0
67001877,0
67001878,0
67001879,0
67001880,0
67001881,1
67001882,1
67001883,0
67001884,1
67001885,1
67001886,0
67001887,1
67001888,1
67001889,0
67001890,0
67001891,0
67001892,0
67001893,1
67001894,0
67001895,0
67001896,0
67001897,0
67001898,1
67001899,0
67001900,1
67001901,0
67001902,0
67001903,0
67001904,0
67001905,0
67001906,0
67001907,0
67001908,1
67001909,0
67001910,0
67001911,0
67001912,0
67001913,0
67001914,0
67001915,1
67001916,0
67001917,0
67001918,1
67001919,1
67001920,1
67001921,1
67001922,0
67001923,1
67001924,1
67001925,0
67001926,1
67001927,0
67001928,0
67001929,0
67001930,1
67001931,1
67001932,1
67001933,0
67001934,0
67001935,0
67001936,1
67001937,0
67001938,0
67001939,0
67001940,0
67001941,1
67001942,0
67001943,0
67001944,0
67001945,0
67001946,1
67001947,0
67001948,0
67001949,1
67001950,0
67001951,0
67001952,1
67001953,0
67001954,0
67001955,1
67001956,0
67001957,1
67001958,1
67001959,0
67001960,1
67001961,1
67001962,1
67001963,0
67001964,0
67001965,1
67001966,1
67001967,0
67001968,0
67001969,1
67001970,1
67001971,0
67001972,0
67001973,0
67001974,1
67001975,1
67001976,0
67001977,1
67001978,0
67001979,0
67001980,0
67001981,0
67001982,0
67001983,0
67001984,0
67001985,0
67001986,0
67001987,0
67001988,1
67001989,1
67001990,1
67001991,1
67001992,1
67001993,0
67001994,1
67001995,0
67001996,1
67001997,0
67001998,1
67001999,0
67002000,1
67002001,1
67002002,1
67002003,0
67002004,0
67002005,0
67002006,0
67002007,1
67002008,1
67002009,1
67002010,0
67002011,1
67002012,0
67002013,1
67002014,0
67002015,0
67002016,0
67002017,0
67002018,0
67002019,0
67002020,1
67002021,1
67002022,0
67002023,1
67002024,0
67002025,1
67002026,0
67002027,1
67002028,0
67002029,0
67002030,1
67002031,0
67002032,1
67002033,0
67002034,0
67002035,0
67002036,1
67002037,0
67002038,0
67002039,0
67002040,0
67002041,0
67002042,1
67002043,1
67002044,1
67002045,1
67002046,1
67002047,0
67002048,0
67002049,0
67002050,0
67002051,0
67002052,1
67002053,1
67002054,0
67002055,0
67002056,0
67002057,0
67002058,0
67002059,0
67002060,1
67002061,0
67002062,1
67002063,0
67002064,0
67002065,0
67002066,1
67002067,0
67002068,1
67002069,0
67002070,1
67002071,1
67002072,0
67002073,0
67002074,1
67002075,1
67002076,1
67002077,0
67002078,0
67002079,1
67002080,0
67002081,0
67002082,1
67002083,0
67002084,0
67002085,1
67002086,1
67002087,1
67002088,0
67002089,0
67002090,1
67002091,0
67002092,1
67002093,0
67002094,1
67002095,0
67002096,1
67002097,0
67002098,0
67002099,0
67002100,1
67002101,1
67002102,0
67002103,0
67002104,1
67002105,1
67002106,1
67002107,1
67002108,1
67002109,0
67002110,1
67002111,0
67002112,1
67002113,1
67002114,0
67002115,1
67002116,1
67002117,0
67002118,0
67002119,0
67002120,0
67002121,0
67002122,0
67002123,0
67002124,0
67002125,0
67002126,0
67002127,0
67002128,1
67002129,1
67002130,1
67002131,1
67002132,0
67002133,1
67002134,0
67002135,0
67002136,0
67002137,0
67002138,0
67002139,0
67002140,0
67002141,0
67002142,1
67002143,0
67002144,0
67002145,0
67002146,0
67002147,1
67002148,0
67002149,1
67002150,0
67002151,1
67002152,0
67002153,0
67002154,0
67002155,1
67002156,0
67002157,1
67002158,0
67002159,1
67002160,1
67002161,1
67002162,0
67002163,1
67002164,0
67002165,0
67002166,0
67002167,0
67002168,0
67002169,1
67002170,1
67002171,1
67002172,1
67002173,1
67002174,1
67002175,0
67002176,1
67002177,1
67002178,0
67002179,0
67002180,1
67002181,1
67002182,0
67002183,0
67002184,1
67002185,1
67002186,0
67002187,1
67002188,0
67002189,0
67002190,1
67002191,0
67002192,0
67002193,0
67002194,0
67002195,0
67002196,0
67002197,0
67002198,1
67002199,0
67002200,0
67002201,1
67002202,0
67002203,0
67002204,0
67002205,0
67002206,0
67002207,0
67002208,1
67002209,0
67002210,0
67002211,0
67002212,0
67002213,0
67002214,1
67002215,1
67002216,1
67002217,0
67002218,0
67002219,1
67002220,0
67002221,0
67002222,1
67002223,0
67002224,0
67002225,1
67002226,0
67002227,0
67002228,1
67002229,0
67002230,0
67002231,1
67002232,1
67002233,1
67002234,0
67002235,1
67002236,0
67002237,0
67002238,0
67002239,0
67002240,0
67002241,0
67002242,0
67002243,1
67002244,0
67002245,0
67002246,0
67002247,0
67002248,0
67002249,0
67002250,0
67002251,1
67002252,0
67002253,0
67002254,1
67002255,1
67002256,1
67002257,0
67002258,0
67002259,0
67002260,0
67002261,1
67002262,0
67002263,0
67002264,1
67002265,0
67002266,0
67002267,0
67002268,0
67002269,0
67002270,0
67002271,0
67002272,0
67002273,0
67002274,0
67002275,1
67002276,1
67002277,0
67002278,1
67002279,1
67002280,0
67002281,1
67002282,0
67002283,1
67002284,1
67002285,0
67002286,1
67002287,0
67002288,0
67002289,0
67002290,0
67002291,1
67002292,1
67002293,1
67002294,1
67002295,1
67002296,1
67002297,0
67002298,0
67002299,0
67002300,1
67002301,1
67002302,0
67002303,0
67002304,0
67002305,0
67002306,1
67002307,0
67002308,1
67002309,1
67002310,0
67002311,0
67002312,0
67002313,1
67002314,1
67002315,0
67002316,1
67002317,0
67002318,0
67002319,0
67002320,1
67002321,0
67002322,0
67002323,0
67002324,0
67002325,1
67002326,0
67002327,1
67002328,0
67002329,1
67002330,0
